Dato1,Dato2
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
F,M
